2,0.017,-51.326,1220.3,-776.14,-98.245,1203.5,-846.02,32.036,1206.7,-780.35,-143.2,1022.0,-887.89,160.98,1041.4,-864.3,2.3191,1073.9,-958.73,-1.5145,993.95,-821.84,35.226,808.67,-1004.5,6.9122,785.76,-752.15,-203.74,730.28,-828.46,255.61,748.75,-821.16,-137.59,698.89,-873.75,197.59,721.46,-873.58,-41.16,624.51,-716.3,97.496,621.97,-714.01,-100.72,597.65,-689.32,154.91,587.77,-690.26,-119.34,625.05,-813.31,159.77,633.42,-798.01,-49.234,608.91,-1004.3,114.09,606.32,-992.82,-63.827,511.59,-443.34,104.3,496.4,-419.83,-114.76,438.53,-500.39,168.19,412.11,-475.69,5.2927,439.77,-475.83,45.973,416.46,-473.53,11.535,110.49,-508.83,43.56,101.45,-502.34,-66.992,98.327,-528.78,127.72,95.208,-526.0,-14.938,55.587,-350.96,78.509,56.834,-352.77,-12.407,34.337,-600.51,67.555,32.585,-596.66,-85.069,1051.3,-934.67,-143.23,620.32,-933.23
6,0.083,-51.634,1220.3,-775.82,-99.26,1203.4,-845.48,31.214,1206.6,-780.06,-144.0,1021.8,-887.64,160.17,1041.7,-864.06,1.3947,1073.9,-958.43,-2.7879,993.69,-821.68,34.689,808.73,-1004.4,6.4743,785.8,-751.97,-204.26,730.0,-828.32,255.01,748.9,-820.99,-138.16,698.67,-873.8,197.03,721.68,-873.42,-41.525,624.37,-716.23,97.133,622.03,-713.86,-101.05,597.5,-689.21,154.42,587.71,-690.39,-119.79,624.78,-813.33,159.57,633.54,-797.96,-49.417,608.9,-1004.2,113.94,606.44,-992.71,-64.286,511.6,-443.31,103.75,496.67,-419.75,-115.12,438.45,-500.4,169.26,411.92,-476.2,4.9392,440.07,-475.76,45.483,417.25,-473.46,11.725,110.44,-508.81,43.63,101.61,-502.33,-66.872,98.545,-528.77,127.48,95.108,-526.06,-14.973,55.569,-350.98,78.469,56.823,-352.77,-12.361,34.378,-600.53,67.508,32.59,-596.71,-85.93,1051.2,-934.41,-143.37,620.22,-933.31
10,0.15,-52.364,1220.0,-775.36,-100.08,1203.2,-844.97,30.447,1206.5,-779.77,-144.55,1021.5,-887.46,159.55,1041.8,-863.85,0.72021,1073.8,-958.22,-3.2618,993.62,-821.45,34.478,808.74,-1004.3,6.2341,785.6,-751.91,-204.41,729.48,-828.36,254.7,749.13,-820.85,-138.21,698.37,-873.8,196.76,721.86,-873.26,-41.562,624.29,-716.22,96.963,622.01,-713.84,-101.04,597.27,-689.21,154.22,587.71,-690.36,-119.8,624.66,-813.27,159.46,633.53,-797.83,-49.417,608.88,-1004.2,113.88,606.51,-992.69,-64.342,511.62,-443.33,103.44,496.87,-419.76,-115.12,438.39,-500.46,168.77,411.97,-476.15,4.9031,439.89,-475.76,45.598,416.99,-473.56,11.66,110.44,-508.83,43.574,101.5,-502.34,-66.884,98.36,-528.8,127.56,95.099,-526.06,-14.902,55.534,-350.98,78.534,56.853,-352.76,-12.308,34.328,-600.53,67.5,32.559,-596.72,-86.532,1050.9,-934.22,-143.44,620.1,-933.24
14,0.217,-52.99,1220.0,-774.92,-100.71,1203.1,-844.59,30.083,1206.8,-779.38,-144.82,1021.3,-887.17,159.46,1042.2,-863.71,0.31042,1073.9,-958.03,-3.4124,993.62,-821.21,34.463,808.87,-1004.3,6.5307,785.67,-751.79,-204.33,729.17,-828.47,254.71,749.52,-820.83,-138.09,698.11,-873.77,196.78,722.25,-873.28,-41.118,624.38,-716.19,97.237,622.22,-713.92,-100.65,597.19,-689.19,154.71,588.06,-690.51,-119.83,624.47,-813.17,159.84,634.29,-798.3,-49.479,608.83,-1004.1,113.92,606.57,-992.76,-63.849,511.61,-443.27,104.0,496.75,-419.88,-114.74,438.66,-500.4,169.95,411.89,-476.43,5.3491,440.19,-475.68,45.666,417.73,-473.42,11.958,110.53,-508.73,43.786,101.78,-502.33,-66.634,98.709,-528.8,127.59,95.12,-526.05,-14.81,55.525,-350.99,78.571,56.864,-352.77,-12.194,34.583,-600.52,67.549,32.595,-596.69,-86.825,1050.9,-933.96,-143.31,620.28,-933.09
18,0.283,-54.181,1219.8,-775.06,-101.14,1202.8,-845.03,28.623,1206.5,-778.73,-144.86,1020.9,-886.79,159.23,1042.2,-863.86,0.11991,1073.8,-957.88,-3.4085,993.45,-821.14,34.501,808.84,-1004.2,6.7835,785.4,-751.76,-204.13,728.57,-828.35,254.83,749.75,-820.9,-137.85,697.83,-873.7,196.94,722.43,-873.38,-41.105,623.89,-716.22,97.193,622.1,-714.0,-100.63,596.97,-689.01,154.47,587.82,-690.51,-119.57,624.61,-812.95,159.86,632.85,-797.81,-49.293,609.09,-1004.0,114.01,606.58,-992.76,-63.493,511.4,-443.2,103.33,496.73,-419.83,-114.54,438.19,-500.28,169.93,412.06,-476.59,5.5679,439.62,-475.78,44.972,417.13,-473.11,11.743,110.12,-508.83,43.49,101.31,-502.35,-66.886,98.222,-528.76,127.6,95.106,-526.03,-14.801,55.253,-350.94,78.352,56.687,-352.76,-12.409,34.048,-600.52,67.48,32.525,-596.74,-87.001,1050.6,-933.69,-143.24,620.11,-932.85
22,0.35,-54.783,1219.9,-775.29,-101.24,1202.9,-845.65,28.335,1206.8,-778.29,-144.44,1021.0,-886.63,159.85,1042.4,-864.07,0.57555,1073.9,-957.82,-2.291,993.86,-821.03,34.659,808.84,-1004.3,7.4116,785.68,-751.69,-203.63,728.8,-827.88,254.88,749.6,-821.09,-137.47,697.73,-873.2,196.87,722.37,-873.47,-40.009,624.24,-715.84,97.573,622.43,-713.96,-99.968,597.15,-688.61,154.92,588.19,-690.54,-119.44,624.65,-812.89,160.34,633.75,-798.26,-49.202,609.06,-1004.0,114.2,606.53,-992.67,-63.028,511.57,-443.15,103.66,496.64,-419.77,-114.01,438.79,-500.26,170.0,412.44,-476.52,6.0545,440.05,-475.55,45.076,417.87,-473.0,12.12,110.51,-508.7,43.715,101.71,-502.38,-66.503,98.713,-528.78,127.61,95.165,-525.99,-14.563,55.432,-350.95,78.624,56.918,-352.73,-12.07,34.605,-600.51,67.499,32.529,-596.75,-86.654,1050.8,-933.62,-142.95,620.5,-932.8
26,0.417,-54.84,1219.6,-775.37,-101.1,1202.5,-845.73,28.213,1206.8,-778.26,-143.93,1021.1,-886.51,160.26,1042.2,-864.12,1.0999,1073.9,-957.8,-1.8953,993.74,-821.0,34.896,808.84,-1004.3,7.4715,785.56,-751.69,-203.35,729.02,-827.54,255.01,749.36,-821.23,-137.18,698.05,-873.02,196.92,722.23,-873.55,-40.224,623.93,-715.71,97.393,622.22,-714.05,-99.867,597.19,-688.45,154.68,587.94,-690.54,-119.15,624.8,-812.93,160.27,633.15,-797.97,-48.995,609.11,-1004.0,114.28,606.43,-992.72,-63.102,511.52,-443.17,103.48,496.57,-419.79,-114.27,438.5,-500.29,169.59,412.41,-476.58,5.9376,439.94,-475.72,44.8,417.62,-472.98,12.037,110.15,-508.76,43.619,101.59,-502.36,-66.615,98.567,-528.76,127.54,95.179,-526.01,-14.791,55.283,-350.96,78.351,56.706,-352.77,-12.391,34.241,-600.51,67.513,32.611,-596.71,-86.139,1050.8,-933.54,-142.89,620.43,-932.86
30,0.483,-54.411,1219.5,-775.39,-100.78,1202.3,-845.69,28.614,1206.8,-778.42,-143.44,1021.3,-886.41,160.8,1042.0,-864.23,1.6354,1073.9,-957.75,-1.3678,993.75,-820.98,35.02,808.76,-1004.3,7.7303,785.56,-751.69,-203.37,729.18,-827.68,255.29,749.05,-821.33,-137.2,697.97,-873.09,197.2,721.9,-873.69,-40.224,624.02,-715.82,97.542,622.19,-714.09,-100.07,597.21,-688.62,155.04,588.09,-690.3,-119.11,624.82,-812.96,160.29,632.98,-797.99,-48.982,609.08,-1004.0,114.32,606.35,-992.8,-63.241,511.53,-443.26,103.51,496.53,-419.85,-114.27,438.58,-500.34,169.48,412.34,-476.59,5.8046,439.74,-475.73,44.822,417.47,-473.06,11.77,110.36,-508.81,43.52,101.45,-502.38,-66.857,98.387,-528.75,127.66,95.183,-526.01,-14.717,55.426,-350.96,78.557,56.858,-352.74,-12.285,34.28,-600.52,67.521,32.552,-596.73,-85.634,1050.8,-933.45,-142.88,620.41,-932.88
34,0.55,-53.758,1219.6,-775.33,-100.39,1202.4,-845.55,29.337,1206.9,-778.61,-143.08,1021.4,-886.52,161.21,1042.0,-864.31,1.9892,1073.9,-957.84,-0.94734,993.88,-821.04,35.12,808.72,-1004.3,7.9775,785.75,-751.58,-203.33,729.49,-827.84,255.47,749.03,-821.47,-137.21,698.24,-873.29,197.29,721.83,-873.78,-40.14,624.24,-715.92,97.842,622.22,-714.1,-100.01,597.47,-688.73,155.1,587.77,-690.7,-118.93,624.83,-812.92,160.47,632.96,-797.93,-48.741,609.14,-1004.0,114.43,606.25,-992.85,-63.01,511.77,-443.27,103.82,496.64,-419.84,-114.19,438.9,-500.35,169.72,412.42,-476.76,5.9887,440.04,-475.82,45.145,417.71,-473.11,11.808,110.58,-508.79,43.671,101.7,-502.37,-66.78,98.706,-528.79,127.62,95.117,-526.02,-14.805,55.612,-350.99,78.565,56.896,-352.74,-12.401,34.593,-600.54,67.548,32.588,-596.68,-85.272,1051.0,-933.53,-142.68,620.59,-932.86
38,0.617,-54.24,1219.3,-775.53,-100.7,1202.2,-845.8,28.817,1206.6,-778.74,-142.92,1021.0,-887.72,160.74,1042.3,-863.61,2.2142,1073.7,-958.24,-1.3539,993.69,-821.34,35.381,808.53,-1004.1,7.593,785.67,-751.19,-203.22,729.52,-828.06,255.95,749.69,-820.36,-136.95,698.09,-873.24,197.79,722.58,-873.04,-40.273,624.67,-715.77,96.856,623.0,-714.07,-99.663,597.63,-688.65,154.24,588.63,-690.56,-118.87,624.73,-812.72,160.62,632.78,-797.86,-48.662,609.09,-1003.9,114.64,606.26,-992.87,-62.483,511.77,-443.18,104.1,496.53,-419.88,-113.9,438.85,-500.15,170.35,411.82,-476.95,6.3168,439.71,-475.94,46.05,416.62,-473.31,11.477,110.46,-508.89,43.564,101.49,-502.33,-67.14,98.5,-528.77,127.68,95.154,-526.03,-14.934,55.576,-351.05,78.435,56.764,-352.76,-12.694,34.375,-600.56,67.473,32.556,-596.74,-85.063,1050.7,-934.37,-142.56,620.4,-932.74
